driverId,raceId,finalPosition,gridPosition,points,qual1,qual2,qual3
1,1,-1,18,0.0,00:01:26.4540000,NULL,NULL
1,2,7,12,1.0,00:01:35.2800000,00:01:34.9050000,NULL
1,3,6,9,3.0,00:01:35.7760000,00:01:35.7400000,00:01:38.5950000
1,4,4,5,5.0,00:01:32.8510000,00:01:32.8770000,00:01:34.1960000
1,5,9,14,0.0,00:01:20.9910000,00:01:20.8050000,NULL
1,6,12,19,0.0,00:01:16.2640000,NULL,NULL
1,7,13,16,0.0,00:01:28.3180000,NULL,NULL
1,8,16,18,0.0,00:01:19.9170000,NULL,NULL
1,9,18,5,0.0,00:01:31.4730000,00:01:39.1490000,00:01:32.6160000
1,10,1,4,10.0,00:01:20.8420000,00:01:20.4650000,00:01:21.8390000
1,11,2,1,8.0,00:01:38.6490000,00:01:38.1820000,00:01:39.4890000
1,12,-1,12,0.0,00:01:45.7670000,00:01:45.1220000,NULL
1,13,12,1,0.0,00:01:23.3750000,00:01:22.9730000,00:01:24.0660000
1,14,1,1,10.0,00:01:46.9770000,00:01:46.6570000,00:01:47.8910000
1,15,3,3,6.0,00:01:30.9170000,00:01:30.6270000,00:01:32.3950000
1,16,3,17,6.0,00:01:25.1920000,NULL,NULL
1,17,-1,1,0.0,00:01:39.8730000,00:01:39.6950000,00:01:40.9480000
1,18,1,1,10.0,00:01:26.5720000,00:01:25.1870000,00:01:26.7140000
1,19,5,9,4.0,00:01:35.3920000,00:01:34.6270000,00:01:36.7090000
1,20,13,3,0.0,00:01:32.7500000,00:01:31.9220000,00:01:33.2920000
1,21,3,5,6.0,00:01:21.3660000,00:01:20.8250000,00:01:22.0960000
1,22,2,3,8.0,00:01:26.1920000,00:01:26.4770000,00:01:27.9230000
1,23,1,3,10.0,00:01:15.5820000,00:01:15.3220000,00:01:15.8390000
1,24,-1,1,0.0,00:01:16.9090000,00:01:17.0340000,00:01:17.8860000
1,25,10,13,0.0,00:01:15.6340000,00:01:15.2930000,00:01:16.6930000
1,26,1,4,10.0,00:01:20.2880000,00:01:19.5370000,00:01:21.8350000
1,27,1,1,10.0,00:01:15.2180000,00:01:14.6030000,00:01:15.6660000
1,28,5,1,4.0,00:01:19.3760000,00:01:19.4730000,00:01:20.8990000
1,29,2,2,8.0,00:01:38.4640000,00:01:37.9540000,00:01:39.1990000
1,30,3,1,6.0,00:01:46.8870000,00:01:46.0880000,00:01:47.3380000
1,31,7,15,2.0,00:01:35.3940000,00:01:39.2650000,NULL
1,32,3,2,6.0,00:01:44.5010000,00:01:44.9320000,00:01:45.4650000
1,33,12,1,0.0,00:01:18.0710000,00:01:17.4620000,00:01:18.4040000
1,34,1,1,10.0,00:01:35.5660000,00:01:34.9470000,00:01:36.3030000
1,35,5,4,4.0,00:01:12.2130000,00:01:11.8560000,00:01:12.8300000
1,36,3,4,6.0,00:01:26.6740000,00:01:25.5770000,00:01:26.7550000
1,37,2,4,8.0,00:01:35.0280000,00:01:34.6500000,00:01:36.0450000
1,38,2,2,8.0,00:01:32.5800000,00:01:31.7520000,00:01:32.9350000
1,39,2,4,8.0,00:01:21.1200000,00:01:20.7130000,00:01:21.7850000
1,40,2,2,8.0,00:01:15.6850000,00:01:15.4790000,00:01:15.9050000
1,41,1,1,10.0,00:01:16.5760000,00:01:15.4860000,00:01:15.7070000
1,43,3,2,6.0,00:01:14.8050000,00:01:14.7950000,00:01:15.1040000
1,44,3,1,6.0,00:01:19.8850000,00:01:19.4000000,00:01:19.9970000
1,45,9,10,0.0,00:01:31.5870000,00:01:31.1850000,00:01:33.8330000
1,46,1,1,10.0,00:01:19.5700000,00:01:19.3010000,00:01:19.7810000
1,47,5,2,4.0,00:01:27.5130000,00:01:26.9360000,00:01:27.3730000
1,48,2,2,8.0,00:01:21.9560000,00:01:21.7460000,00:01:22.0340000
1,49,4,4,5.0,00:01:46.4370000,00:01:45.1320000,00:01:46.4060000
1,50,1,1,10.0,00:01:25.4890000,00:01:24.7530000,00:01:25.3680000
1,51,-1,1,0.0,00:01:35.7980000,00:01:35.8980000,00:01:35.9080000
1,52,7,2,2.0,00:01:13.0330000,00:01:12.2960000,00:01:12.0820000
1,337,3,4,15.0,00:01:55.3410000,00:01:54.7070000,00:01:55.2170000
1,338,6,11,8.0,00:01:25.0460000,00:01:25.1840000,NULL
1,339,6,20,8.0,00:01:53.0500000,NULL,NULL
1,340,2,6,18.0,00:01:35.6410000,00:01:34.9280000,00:01:35.0340000
1,341,14,3,0.0,00:01:21.7230000,00:01:21.4150000,00:01:20.8290000
1,342,5,5,10.0,00:01:15.6760000,00:01:14.5270000,00:01:14.4320000
1,343,1,2,25.0,00:01:27.6670000,00:01:27.0130000,00:01:26.4330000
1,344,1,1,25.0,00:01:15.8890000,00:01:15.5280000,00:01:15.1050000
1,345,2,3,18.0,00:01:38.6970000,00:01:38.1580000,00:01:37.9690000
1,346,2,4,18.0,00:01:31.2970000,00:01:31.1180000,00:01:30.5560000
1,347,4,6,12.0,00:01:15.5050000,00:01:14.4880000,00:01:14.5660000
1,348,-1,5,0.0,00:01:21.4550000,00:01:20.8770000,00:01:20.4990000
1,349,1,2,25.0,00:01:56.7060000,00:01:46.2110000,00:01:45.8630000
1,350,-1,5,0.0,00:01:22.8300000,00:01:22.3940000,00:01:22.6230000
1,351,-1,3,0.0,00:01:48.2960000,00:01:46.0420000,00:01:45.5710000
1,352,5,8,10.0,00:01:32.8090000,00:01:31.5230000,00:01:31.1690000
1,353,2,4,18.0,00:01:37.1130000,00:01:36.1970000,00:01:36.0620000
1,354,4,4,12.0,00:01:19.9310000,00:01:18.9210000,00:01:15.7470000
1,355,2,2,18.0,00:01:40.3350000,00:01:40.1190000,00:01:39.4250000
1,841,2,2,18.0,00:01:25.3840000,00:01:24.5950000,00:01:24.3070000
1,842,8,2,4.0,00:01:36.8610000,00:01:35.8520000,00:01:34.9740000
1,843,1,3,25.0,00:01:36.0910000,00:01:34.4860000,00:01:34.4630000
1,844,4,4,12.0,00:01:27.0910000,00:01:26.0660000,00:01:25.5950000
1,845,2,3,18.0,00:01:24.3700000,00:01:22.1480000,00:01:21.9610000
1,846,6,9,8.0,00:01:15.2070000,00:01:14.2750000,00:01:15.2800000
1,847,-1,5,0.0,00:01:14.1140000,00:01:13.9260000,00:01:13.5650000
1,848,4,3,12.0,00:01:39.2440000,00:01:37.7270000,00:01:37.3800000
1,849,4,10,12.0,00:01:33.5810000,00:01:32.5050000,00:01:32.3760000
1,850,1,2,25.0,00:01:32.9340000,00:01:30.9980000,00:01:30.1340000
1,851,4,2,12.0,00:01:21.6360000,00:01:21.1050000,00:01:19.9780000
1,852,-1,2,0.0,00:02:03.0080000,00:02:02.8230000,00:01:48.7300000
1,853,4,2,12.0,00:01:23.9760000,00:01:23.1720000,00:01:22.7250000
1,854,5,4,10.0,00:01:47.0140000,00:01:46.8290000,00:01:44.8090000
1,855,5,3,10.0,00:01:32.8430000,00:01:31.1390000,00:01:30.6170000
1,856,2,1,18.0,00:01:37.5250000,00:01:36.5260000,00:01:35.8200000
1,857,7,5,6.0,00:01:26.5630000,00:01:25.0190000,00:01:24.4740000
1,858,1,2,25.0,00:01:39.7820000,00:01:38.4340000,00:01:38.6220000
1,859,-1,4,0.0,00:01:13.3610000,00:01:12.8110000,00:01:12.4800000
1,860,3,1,15.0,00:01:26.8000000,00:01:25.6260000,00:01:24.9220000
1,861,3,1,15.0,00:01:37.8130000,00:01:37.1060000,00:01:36.2190000
1,862,3,7,15.0,00:01:36.7630000,00:01:35.9020000,00:01:35.6260000
1,863,8,2,4.0,00:01:34.8130000,00:01:33.2090000,00:01:32.5200000
1,864,8,24,4.0,00:01:22.5830000,00:01:22.4650000,00:01:21.7070000
1,865,5,3,10.0,00:01:16.0630000,00:01:15.1660000,00:01:14.5830000
1,866,1,2,25.0,00:01:14.8910000,00:01:14.3710000,00:01:14.0870000
1,867,19,2,0.0,00:01:39.1690000,00:01:38.6160000,00:01:38.4100000
1,868,8,8,4.0,00:01:47.4330000,00:01:54.8970000,00:01:53.5430000
1,869,-1,7,0.0,00:01:16.2210000,00:01:37.3650000,00:01:44.1860000
1,870,1,1,25.0,00:01:21.7940000,00:01:21.0600000,00:01:20.9530000
1,871,-1,7,0.0,00:01:49.6050000,00:01:48.5630000,00:01:48.3940000
1,872,1,1,25.0,00:01:24.2110000,00:01:24.3940000,00:01:24.0100000
1,873,-1,1,0.0,00:01:48.2850000,00:01:46.6650000,00:01:46.3620000
1,874,5,9,10.0,00:01:33.0610000,00:01:32.1210000,00:01:32.3270000
1,875,10,3,1.0,00:01:39.1800000,00:01:38.0000000,00:01:37.4690000
1,876,4,3,12.0,00:01:26.5160000,00:01:25.8160000,00:01:25.5440000
1,877,-1,1,0.0,00:01:41.4970000,00:01:40.9010000,00:01:40.6300000
1,879,-1,1,0.0,00:01:15.0750000,00:01:13.3980000,00:01:12.4580000
1,880,5,3,10.0,00:01:45.4560000,00:01:36.6250000,00:01:28.0870000
1,881,3,4,15.0,00:01:37.5130000,00:01:36.5170000,00:01:51.6990000
1,882,3,1,15.0,00:01:35.7930000,00:01:35.0780000,00:01:34.4840000
1,883,5,9,10.0,00:01:33.4980000,00:01:33.3460000,00:01:32.7620000
1,884,12,2,0.0,00:01:21.7280000,00:01:21.0010000,00:01:20.9720000
1,885,4,2,12.0,00:01:23.7790000,00:01:16.2650000,00:01:13.9670000
1,886,3,2,15.0,00:01:23.8010000,00:01:27.6490000,00:01:25.5120000
1,887,4,1,12.0,00:01:30.9950000,00:01:31.2240000,00:01:29.6070000
1,888,5,1,10.0,00:01:31.1310000,00:01:30.1520000,00:01:29.3980000
1,890,1,1,25.0,00:01:20.3630000,00:01:19.8620000,00:01:19.3880000
1,891,3,1,15.0,00:02:00.3680000,00:01:49.0670000,00:02:01.0120000
1,892,9,12,2.0,00:01:24.5890000,00:01:24.8030000,NULL
1,893,5,5,10.0,00:01:44.1960000,00:01:43.9200000,00:01:43.2540000
1,894,5,2,10.0,00:01:38.5740000,00:01:37.8240000,00:01:37.4200000
1,895,-1,3,0.0,00:01:32.3400000,00:01:31.6360000,00:01:31.2530000
1,896,6,3,8.0,00:01:25.8020000,00:01:25.2590000,00:01:24.9410000
1,897,7,4,6.0,00:01:40.6930000,00:01:40.4770000,00:01:40.5010000
1,899,9,5,2.0,00:01:25.3420000,00:01:26.6980000,00:01:27.6770000
1,900,-1,1,0.0,00:01:31.6990000,00:01:42.8900000,00:01:44.2310000
1,901,1,1,25.0,00:01:57.2020000,00:01:59.0410000,00:01:59.4310000
1,902,1,2,25.0,00:01:35.3230000,00:01:33.8720000,00:01:33.4640000
1,903,1,1,25.0,00:01:55.5160000,00:01:54.0290000,00:01:53.8600000
1,904,1,1,25.0,00:01:27.2380000,00:01:26.2100000,00:01:25.2320000
1,905,2,2,18.0,00:01:17.8230000,00:01:16.3540000,00:01:16.0480000
1,906,-1,2,0.0,00:01:15.7500000,00:01:15.0540000,00:01:14.9530000
1,907,2,9,18.0,00:01:09.5140000,00:01:09.0920000,NULL
1,908,1,6,25.0,00:01:41.0580000,00:01:34.8700000,00:01:39.2320000
1,909,3,20,15.0,00:01:18.6830000,NULL,NULL
1,910,3,22,15.0,NULL,NULL,NULL
1,911,-1,2,0.0,00:02:07.2800000,00:02:06.6090000,00:02:05.8190000
1,912,1,1,25.0,00:01:25.3630000,00:01:24.5600000,00:01:24.1090000
1,913,1,1,25.0,00:01:46.9210000,00:01:46.2870000,00:01:45.6810000
1,914,1,2,25.0,00:01:33.6110000,00:01:32.9820000,00:01:32.7030000
1,915,1,1,25.0,00:01:38.7590000,00:01:38.3380000,00:01:38.5130000
1,917,2,2,18.0,00:01:10.4570000,00:01:10.7120000,00:01:10.0560000
1,918,1,2,50.0,00:01:41.2070000,00:01:40.9200000,00:01:40.8660000
1,926,1,1,25.0,00:01:28.5860000,00:01:26.8940000,00:01:26.3270000
1,927,2,1,18.0,00:01:39.2690000,00:01:41.5170000,00:01:49.8340000
1,928,1,1,25.0,00:01:38.2850000,00:01:36.4230000,00:01:35.7820000
1,929,1,1,25.0,00:01:33.9280000,00:01:32.6690000,00:01:32.5710000
1,930,2,2,18.0,00:01:26.3820000,00:01:25.7400000,00:01:24.9480000
1,931,3,1,15.0,00:01:16.5880000,00:01:15.8640000,00:01:15.0980000
1,932,1,1,25.0,00:01:15.8950000,00:01:14.6610000,00:01:14.3930000
1,933,2,1,18.0,00:01:12.2180000,00:01:09.0620000,00:01:08.4550000
1,934,1,1,25.0,00:01:33.7960000,00:01:33.0680000,00:01:32.2480000
1,936,6,1,8.0,00:01:22.8900000,00:01:22.2850000,00:01:22.0200000
1,937,1,1,25.0,00:01:48.9080000,00:01:48.0240000,00:01:47.1970000
1,938,1,1,25.0,00:01:24.2510000,00:01:23.3830000,00:01:23.3970000
1,939,-1,5,0.0,00:01:45.7650000,00:01:45.6500000,00:01:45.3000000
1,940,1,2,25.0,00:01:32.8440000,00:01:32.7890000,00:01:32.6600000
1,941,1,2,25.0,00:01:38.5580000,00:01:37.6720000,00:01:37.4330000
1,943,2,2,18.0,00:01:20.8080000,00:01:19.8290000,00:01:19.6680000
1,944,2,2,18.0,00:01:11.6820000,00:01:11.6650000,00:01:11.3600000
1,945,2,2,18.0,00:01:40.9740000,00:01:40.7580000,00:01:40.6140000
1,948,2,1,18.0,00:01:25.3510000,00:01:24.6050000,00:01:23.8370000
1,949,3,1,15.0,00:01:31.3910000,00:01:30.0390000,00:01:29.4930000
1,950,7,22,6.0,NULL,NULL,NULL
1,951,2,10,18.0,00:01:36.0060000,00:01:35.8200000,NULL
1,952,-1,1,0.0,00:01:23.2140000,00:01:22.1590000,00:01:22.0000000
1,953,1,3,25.0,00:01:14.8260000,00:01:14.0560000,00:01:13.9420000
1,954,1,1,25.0,00:01:14.1210000,00:01:13.0760000,00:01:12.8120000
1,955,5,10,10.0,00:01:44.2590000,00:01:43.5260000,00:02:01.9540000
1,956,1,1,25.0,00:01:06.9470000,00:01:06.2280000,00:01:07.9220000
1,957,1,1,25.0,00:01:30.7390000,00:01:29.2430000,00:01:29.2870000
1,958,1,2,25.0,00:01:34.2100000,00:01:24.8360000,00:01:20.1080000
1,959,1,2,25.0,00:01:15.2430000,00:01:14.7480000,00:01:14.4700000
1,960,3,21,15.0,00:01:50.0330000,NULL,NULL
1,961,2,1,18.0,00:01:21.8540000,00:01:21.4980000,00:01:21.1350000
1,962,3,3,15.0,00:01:45.1670000,00:01:43.4710000,00:01:43.2880000
1,963,-1,1,0.0,00:01:34.4440000,00:01:33.0460000,00:01:32.8500000
1,964,3,2,15.0,00:01:32.2180000,00:01:31.1290000,00:01:30.6600000
1,966,1,1,25.0,00:01:19.4470000,00:01:19.1370000,00:01:18.7040000
1,967,1,1,25.0,00:01:11.5110000,00:01:11.2380000,00:01:10.7360000
1,968,1,1,25.0,00:01:39.4870000,00:01:39.3820000,00:01:38.7550000
1,969,2,1,18.0,00:01:24.1910000,00:01:23.2510000,00:01:22.1880000
1,970,1,1,25.0,00:01:33.3330000,00:01:32.4060000,00:01:31.6780000
1,971,2,2,18.0,00:01:30.8140000,00:01:29.5350000,00:01:28.7920000
1,972,4,4,12.0,00:01:34.4090000,00:01:33.7600000,00:01:33.7670000
1,973,1,1,25.0,00:01:20.5110000,00:01:20.2100000,00:01:19.1490000
1,974,7,13,6.0,00:01:13.6400000,00:01:14.1060000,NULL
1,975,1,1,25.0,00:01:12.6920000,00:01:12.4960000,00:01:11.4590000
1,976,5,1,10.0,00:01:41.9830000,00:01:41.2750000,00:01:40.5930000
1,977,4,8,12.0,00:01:05.0640000,00:01:04.8000000,00:01:04.4240000
1,978,1,1,25.0,00:01:39.0690000,00:01:27.8930000,00:01:26.6000000
1,979,4,4,12.0,00:01:17.4920000,00:01:16.6930000,00:01:16.7070000
1,980,1,1,25.0,00:01:44.1840000,00:01:42.9270000,00:01:42.5530000
1,981,1,1,25.0,00:01:36.0090000,00:01:34.6600000,00:01:35.5540000
1,982,1,5,25.0,00:01:42.4550000,00:01:40.5770000,00:01:40.1260000
1,983,2,1,18.0,00:01:31.6050000,00:01:30.9770000,00:01:30.0760000
1,984,1,1,25.0,00:01:29.0470000,00:01:27.8190000,00:01:27.3190000
1,986,9,3,2.0,00:01:17.5180000,00:01:17.0350000,00:01:16.9340000
1,987,4,20,12.0,NULL,NULL,NULL
1,988,2,2,18.0,00:01:37.3910000,00:01:36.7420000,00:01:36.4030000
1,989,2,1,18.0,00:01:22.8240000,00:01:22.0510000,00:01:21.1640000
1,990,3,9,15.0,00:01:29.3960000,00:01:28.4580000,00:01:28.2200000
1,991,4,4,12.0,00:01:33.2830000,00:01:31.9140000,00:01:31.6750000
1,992,1,2,25.0,00:01:42.6930000,00:01:42.6760000,00:01:41.6770000
1,993,1,1,25.0,00:01:17.6330000,00:01:17.1660000,00:01:16.1730000
1,994,3,3,15.0,00:01:12.4600000,00:01:11.5840000,00:01:11.2320000
1,995,5,4,10.0,00:01:11.8350000,00:01:11.7400000,00:01:10.9960000
1,996,1,1,25.0,00:01:31.2710000,00:01:30.6450000,00:01:30.0290000
1,997,-1,2,0.0,00:01:04.0800000,00:01:03.5770000,00:01:03.1490000
1,998,2,1,18.0,00:01:26.8180000,00:01:26.2560000,00:01:25.8920000
1,999,1,14,25.0,00:01:13.0120000,NULL,NULL
1,1000,1,1,25.0,00:01:17.4190000,00:01:31.2420000,00:01:35.6580000
1,1001,2,1,18.0,00:01:42.9770000,00:01:41.5530000,00:01:58.1790000
1,1002,1,3,25.0,00:01:20.8100000,00:01:19.7980000,00:01:19.2940000
1,1003,1,1,25.0,00:01:39.4030000,00:01:37.3440000,00:01:36.0150000
1,1004,1,2,25.0,00:01:32.4100000,00:01:32.5950000,00:01:31.5320000
1,1005,1,1,25.0,00:01:28.7020000,00:01:28.0170000,00:01:27.7600000
1,1007,4,3,12.0,00:01:15.6730000,00:01:15.6440000,00:01:14.8940000
1,1008,1,1,25.0,00:01:08.4640000,00:01:07.7950000,00:01:07.2810000
1,1009,1,1,25.0,00:01:36.8280000,00:01:35.6930000,00:01:34.7940000
1,1010,2,1,18.0,00:01:22.0430000,00:01:21.0140000,00:01:20.4860000
1,1011,1,3,25.0,00:01:29.2620000,00:01:28.5780000,00:01:28.1900000
1,1012,1,2,25.0,00:01:33.1150000,00:01:31.6370000,00:01:31.5700000
1,1013,2,2,18.0,00:01:41.6140000,00:01:41.5800000,00:01:40.5540000
1,1014,1,2,26.0,00:01:17.2920000,00:01:16.0380000,00:01:16.0400000
1,1015,1,1,25.0,00:01:11.5420000,00:01:10.8350000,00:01:10.1660000
1,1016,1,2,25.0,00:01:11.5180000,00:01:11.0100000,00:01:10.4460000
1,1017,1,1,25.0,00:01:30.6090000,00:01:29.5200000,00:01:28.3190000
1,1018,5,4,10.0,00:01:03.8180000,00:01:03.8030000,00:01:03.2620000
1,1019,1,2,26.0,00:01:25.5130000,00:01:25.8400000,00:01:25.0990000
1,1020,9,1,2.0,00:01:12.8520000,00:01:12.1490000,00:01:11.7670000
1,1021,1,3,25.0,00:01:16.0680000,00:01:15.5480000,00:01:14.7690000
1,1022,2,3,18.0,00:01:45.2600000,00:01:43.5920000,00:01:43.2820000
1,1023,3,2,16.0,00:01:20.2720000,00:01:19.4640000,00:01:19.3460000
1,1024,4,2,12.0,00:01:37.5650000,00:01:36.9330000,00:01:36.4080000
1,1025,1,2,26.0,00:01:33.2300000,00:01:33.1340000,00:01:32.0300000
1,1026,3,4,16.0,00:01:28.7350000,00:01:27.8260000,00:01:27.3020000
1,1027,1,3,25.0,00:01:16.4240000,00:01:15.7210000,00:01:15.2620000
1,1029,7,3,6.0,00:01:08.6140000,00:01:08.0880000,00:01:07.6990000
1,1030,1,1,26.0,00:01:35.8510000,00:01:35.6340000,00:01:34.7790000
1,1031,4,5,12.0,00:01:04.1980000,00:01:03.0960000,00:01:02.9510000
1,1032,1,1,25.0,00:01:18.1880000,00:01:17.8250000,00:01:19.2730000
1,1033,1,1,26.0,00:01:14.9070000,00:01:14.2610000,00:01:13.4470000
1,1034,1,1,25.0,00:01:25.9000000,00:01:25.3470000,00:01:24.3030000
1,1035,2,2,19.0,00:01:26.8180000,00:01:26.2660000,00:01:25.2170000
1,1036,1,1,25.0,00:01:16.8720000,00:01:16.0130000,00:01:15.5840000
1,1037,1,1,25.0,00:01:42.3230000,00:01:42.0140000,00:01:41.2520000
1,1038,7,1,7.0,00:01:19.5140000,00:01:19.0920000,00:01:18.8870000
1,1039,1,1,26.0,00:01:15.7780000,00:01:15.3090000,00:01:15.1440000
1,1040,3,1,15.0,00:01:32.9830000,00:01:32.8350000,00:01:31.3040000
1,1041,1,2,25.0,00:01:26.6200000,00:01:25.3900000,00:01:25.5250000
1,1042,1,1,26.0,00:01:16.8280000,00:01:16.8240000,00:01:16.6520000
1,1043,1,2,26.0,00:01:14.2290000,00:01:14.6430000,00:01:13.7060000
1,1044,1,6,25.0,00:02:07.5990000,00:01:52.7090000,00:01:52.5600000
1,1045,1,1,25.0,00:01:28.3430000,00:01:27.5860000,00:01:27.2640000
1,1047,3,3,15.0,00:01:35.5280000,00:01:35.4660000,00:01:35.3320000
1,1051,1,1,25.0,00:01:21.9010000,00:01:21.6820000,00:01:20.8270000
1,1052,1,2,25.0,00:01:30.6170000,00:01:30.0850000,00:01:29.3850000
1,1053,2,1,19.0,00:01:14.8230000,00:01:14.8170000,00:01:14.4110000
1,1054,1,2,25.0,00:01:18.8570000,00:01:17.9680000,00:01:18.3550000
1,1055,1,1,25.0,00:01:18.2450000,00:01:17.1660000,00:01:16.7410000
1,1056,7,7,7.0,00:01:11.6220000,00:01:11.1160000,00:01:11.0950000
1,1057,15,2,0.0,00:01:41.5450000,00:01:41.6340000,00:01:41.4500000
1,1058,2,2,19.0,00:01:04.6720000,00:01:04.5120000,00:01:04.0670000
1,1059,2,2,18.0,00:01:31.2370000,00:01:30.7880000,00:01:30.2480000
1,1060,4,4,12.0,00:01:04.5060000,00:01:04.2580000,00:01:04.0140000
1,1061,1,2,25.0,00:01:26.7860000,00:01:26.0230000,00:01:26.1340000
1,1062,2,1,18.0,00:01:16.4240000,00:01:16.5530000,00:01:15.4190000
1,1063,3,3,7.5,00:01:59.2180000,00:01:56.2290000,00:02:00.0990000
1,1064,2,2,19.0,00:01:10.1140000,00:01:09.7260000,00:01:08.9230000
1,1065,-1,4,0.0,00:01:20.5430000,00:01:19.9360000,00:01:19.6510000
1,1066,1,4,25.0,00:01:45.9920000,00:01:45.1290000,00:01:44.0500000
1,1067,5,11,10.0,00:01:24.5850000,00:01:23.0820000,00:01:22.8680000
1,1070,2,2,18.0,00:01:17.2070000,00:01:16.4740000,00:01:16.0200000
1,1071,1,10,25.0,00:01:08.7330000,00:01:08.0680000,00:01:07.9340000
1,1072,1,1,26.0,00:01:28.4660000,00:01:27.7120000,00:01:27.5110000
1,1073,2,2,18.0,00:01:22.8450000,00:01:23.1450000,00:01:22.4800000
1,1074,3,5,15.0,00:01:32.2850000,00:01:31.0480000,00:01:31.2380000
1,1075,10,15,1.0,00:01:30.3430000,NULL,NULL
1,1076,4,5,12.0,00:01:19.4010000,00:01:19.1060000,00:01:18.8250000
1,1077,13,14,0.0,00:01:20.4700000,00:01:21.1380000,NULL
1,1079,5,6,10.0,00:01:20.2520000,00:01:19.7940000,00:01:19.5120000
1,1080,8,8,4.0,00:01:13.4440000,00:01:12.5950000,00:01:12.5600000
1,1081,4,7,12.0,00:01:43.9390000,00:01:43.1820000,00:01:42.9240000
1,1082,3,4,15.0,00:01:33.8410000,00:01:25.5430000,00:01:22.8910000
1,1083,3,5,16.0,00:01:40.4280000,00:01:41.0620000,00:01:41.9950000
1,1084,3,8,15.0,00:01:06.0790000,00:01:05.4750000,00:01:13.1510000
1,1085,2,4,18.0,00:01:33.0410000,00:01:32.2740000,00:01:31.7650000
1,1086,2,7,19.0,00:01:18.3740000,00:01:18.0350000,00:01:18.1420000
1,1087,-1,4,0.0,00:01:45.7360000,00:01:45.4200000,00:01:45.5030000
1,1088,4,4,12.0,00:01:11.3310000,00:01:11.0750000,00:01:10.6480000
1,1089,5,19,10.0,00:01:22.0480000,00:01:21.7080000,00:01:21.5240000
1,1091,9,3,2.0,00:01:53.1610000,00:01:52.6910000,00:01:49.4660000
1,1092,5,6,10.0,00:01:30.9060000,00:01:30.4430000,00:01:30.2610000
1,1094,2,3,18.0,00:01:19.1690000,00:01:18.5520000,00:01:18.0840000
1,1095,2,2,18.0,00:01:13.4030000,00:01:11.5390000,00:01:12.6110000
1,1096,18,5,0.0,00:01:25.5940000,00:01:24.7740000,00:01:24.5080000
1,1098,5,7,10.0,00:01:31.5430000,00:01:30.5130000,00:01:30.3840000
1,1099,5,7,10.0,00:01:29.6890000,00:01:29.3740000,00:01:29.2230000
1,1100,2,3,18.0,00:01:17.6890000,00:01:17.5510000,00:01:17.1040000
1,1101,6,5,8.0,00:01:42.1130000,00:01:41.6500000,00:01:41.1770000
1,1104,4,5,13.0,00:01:12.8720000,00:01:12.1560000,00:01:11.7250000
1,1105,2,4,18.0,00:01:12.9370000,00:01:12.9990000,00:01:12.8180000
1,1106,3,3,15.0,00:01:21.5540000,00:01:20.4260000,00:01:27.6270000
1,1107,8,5,4.0,00:01:05.6730000,00:01:05.1880000,00:01:04.8190000
1,1108,3,7,15.0,00:01:29.4150000,00:01:28.5450000,00:01:27.2110000
1,1109,4,1,12.0,00:01:18.5770000,00:01:17.4270000,00:01:16.6090000
1,1110,4,3,13.0,00:01:58.5630000,00:01:52.3450000,00:01:47.0870000
1,1111,6,13,8.0,00:01:21.9190000,00:01:20.1510000,NULL
1,1112,6,8,8.0,00:01:21.9770000,00:01:21.3690000,00:01:20.8200000
1,1113,3,5,16.0,00:01:32.6510000,00:01:32.0190000,00:01:31.4850000
1,1114,5,7,10.0,00:01:30.8110000,00:01:30.0400000,00:01:29.9080000
1,1115,-1,3,0.0,00:01:26.0760000,00:01:24.3810000,00:01:24.3050000
1,1117,2,6,19.0,00:01:18.6770000,00:01:17.5710000,00:01:17.4540000
1,1118,8,5,4.0,00:01:10.6040000,00:01:10.2660000,00:01:11.4690000
1,1119,7,10,6.0,00:01:34.3070000,00:01:33.8370000,NULL
1,1120,9,11,2.0,00:01:24.4370000,00:01:24.3590000,NULL
1,1121,7,9,6.0,00:01:30.4510000,00:01:29.7180000,00:01:29.7100000
1,1122,9,8,2.0,00:01:28.9940000,00:01:28.6060000,00:01:28.4600000
1,1123,-1,11,0.0,00:01:17.4990000,00:01:16.9600000,NULL
1,1124,9,7,2.0,00:01:29.6610000,00:01:28.8870000,00:01:28.7660000
1,1125,9,18,2.0,00:01:35.5730000,NULL,NULL
1,1127,6,8,8.0,00:01:16.6040000,00:01:15.6770000,00:01:15.5040000
1,1128,7,7,7.0,00:01:11.5280000,00:01:11.0560000,00:01:10.6210000
1,1129,4,7,13.0,00:01:12.8510000,00:01:11.9790000,00:01:12.2800000
1,1130,3,3,15.0,00:01:12.1430000,00:01:11.7920000,00:01:11.7010000
1,1131,4,5,12.0,00:01:05.5410000,00:01:05.0530000,00:01:04.9030000
1,1132,1,2,25.0,00:01:29.5470000,00:01:26.7700000,00:01:25.9900000
1,1133,3,5,15.0,00:01:17.0870000,00:01:16.3070000,00:01:15.8540000
1,1134,1,3,25.0,00:01:55.6920000,00:01:54.0370000,00:01:53.8350000
1,1135,8,14,4.0,00:01:11.3750000,00:01:10.9480000,NULL
1,1136,5,6,10.0,00:01:20.4770000,00:01:19.6410000,00:01:19.5130000
1,1137,9,0,2.0,00:01:43.0890000,00:01:42.7650000,00:01:42.2890000
1,1138,6,3,8.0,00:01:30.3930000,00:01:29.9290000,00:01:29.8410000
